Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[phenotype]	Characteristics[single cell quality]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cell type]	Factor Value[single cell identifier]
Sample 115	ERS2544964	SAMEA4724827	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 115	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 115	sequencing assay	ERX2648974	SIN2772A115-40344340_1.fastq.gz	SIN2772A115-40344340_1.fastq.gz	ERR2632480	ERR2632480	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632480/ERR2632480_1.fastq.gz	300	151	plasmablast	cell 115
Sample 115	ERS2544964	SAMEA4724827	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 115	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 115	sequencing assay	ERX2648974	SIN2772A115-40344340_2.fastq.gz	SIN2772A115-40344340_2.fastq.gz	ERR2632480	ERR2632480	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632480/ERR2632480_2.fastq.gz	302	152	plasmablast	cell 115
Sample 116	ERS2544965	SAMEA4724828	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 116	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 116	sequencing assay	ERX2648975	SIN2772A116-40345359_1.fastq.gz	SIN2772A116-40345359_1.fastq.gz	ERR2632481	ERR2632481	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632481/ERR2632481_1.fastq.gz	298	150	plasmablast	cell 116
Sample 116	ERS2544965	SAMEA4724828	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 116	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 116	sequencing assay	ERX2648975	SIN2772A116-40345359_2.fastq.gz	SIN2772A116-40345359_2.fastq.gz	ERR2632481	ERR2632481	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632481/ERR2632481_2.fastq.gz	298	150	plasmablast	cell 116
Sample 117	ERS2544966	SAMEA4724829	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 117	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 117	sequencing assay	ERX2648976	SIN2772A117-40339645_1.fastq.gz	SIN2772A117-40339645_1.fastq.gz	ERR2632482	ERR2632482	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632482/ERR2632482_1.fastq.gz	300	151	plasmablast	cell 117
Sample 117	ERS2544966	SAMEA4724829	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 117	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 117	sequencing assay	ERX2648976	SIN2772A117-40339645_2.fastq.gz	SIN2772A117-40339645_2.fastq.gz	ERR2632482	ERR2632482	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632482/ERR2632482_2.fastq.gz	300	151	plasmablast	cell 117
Sample 37	ERS2544967	SAMEA4724830	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 37	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 37	sequencing assay	ERX2648977	SIN2772A37-40333895_1.fastq.gz	SIN2772A37-40333895_1.fastq.gz	ERR2632483	ERR2632483	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632483/ERR2632483_1.fastq.gz	300	151	plasmablast	cell 37
Sample 37	ERS2544967	SAMEA4724830	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 37	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 37	sequencing assay	ERX2648977	SIN2772A37-40333895_2.fastq.gz	SIN2772A37-40333895_2.fastq.gz	ERR2632483	ERR2632483	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632483/ERR2632483_2.fastq.gz	302	152	plasmablast	cell 37
Sample 38	ERS2544968	SAMEA4724831	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 38	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 38	sequencing assay	ERX2648978	SIN2772A38-40352378_1.fastq.gz	SIN2772A38-40352378_1.fastq.gz	ERR2632484	ERR2632484	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632484/ERR2632484_1.fastq.gz	302	152	plasmablast	cell 38
Sample 38	ERS2544968	SAMEA4724831	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 38	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 38	sequencing assay	ERX2648978	SIN2772A38-40352378_2.fastq.gz	SIN2772A38-40352378_2.fastq.gz	ERR2632484	ERR2632484	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632484/ERR2632484_2.fastq.gz	298	150	plasmablast	cell 38
Sample 39	ERS2544969	SAMEA4724832	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 39	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 39	sequencing assay	ERX2648979	SIN2772A39-40355350_1.fastq.gz	SIN2772A39-40355350_1.fastq.gz	ERR2632485	ERR2632485	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632485/ERR2632485_1.fastq.gz	196	99	plasmablast	cell 39
Sample 39	ERS2544969	SAMEA4724832	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 39	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 39	sequencing assay	ERX2648979	SIN2772A39-40355350_2.fastq.gz	SIN2772A39-40355350_2.fastq.gz	ERR2632485	ERR2632485	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632485/ERR2632485_2.fastq.gz	196	99	plasmablast	cell 39
Sample 40	ERS2544970	SAMEA4724833	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 40	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 40	sequencing assay	ERX2648980	SIN2772A40-40337858_1.fastq.gz	SIN2772A40-40337858_1.fastq.gz	ERR2632486	ERR2632486	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632486/ERR2632486_1.fastq.gz	146	74	plasmablast	cell 40
Sample 40	ERS2544970	SAMEA4724833	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 40	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 40	sequencing assay	ERX2648980	SIN2772A40-40337858_2.fastq.gz	SIN2772A40-40337858_2.fastq.gz	ERR2632486	ERR2632486	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632486/ERR2632486_2.fastq.gz	146	74	plasmablast	cell 40
Sample 41	ERS2544971	SAMEA4724834	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 41	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 41	sequencing assay	ERX2648981	SIN2772A41-40341421_1.fastq.gz	SIN2772A41-40341421_1.fastq.gz	ERR2632487	ERR2632487	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632487/ERR2632487_1.fastq.gz	302	152	plasmablast	cell 41
Sample 41	ERS2544971	SAMEA4724834	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 41	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 41	sequencing assay	ERX2648981	SIN2772A41-40341421_2.fastq.gz	SIN2772A41-40341421_2.fastq.gz	ERR2632487	ERR2632487	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632487/ERR2632487_2.fastq.gz	298	150	plasmablast	cell 41
Sample 42	ERS2544972	SAMEA4724835	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 42	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 42	sequencing assay	ERX2648982	SIN2772A42-40347424_1.fastq.gz	SIN2772A42-40347424_1.fastq.gz	ERR2632488	ERR2632488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632488/ERR2632488_1.fastq.gz	302	152	plasmablast	cell 42
Sample 42	ERS2544972	SAMEA4724835	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 42	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 42	sequencing assay	ERX2648982	SIN2772A42-40347424_2.fastq.gz	SIN2772A42-40347424_2.fastq.gz	ERR2632488	ERR2632488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632488/ERR2632488_2.fastq.gz	302	152	plasmablast	cell 42
Sample 43	ERS2544973	SAMEA4724836	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 43	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 43	sequencing assay	ERX2648983	SIN2772A43-40353374_1.fastq.gz	SIN2772A43-40353374_1.fastq.gz	ERR2632489	ERR2632489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632489/ERR2632489_1.fastq.gz	300	151	plasmablast	cell 43
Sample 43	ERS2544973	SAMEA4724836	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 43	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 43	sequencing assay	ERX2648983	SIN2772A43-40353374_2.fastq.gz	SIN2772A43-40353374_2.fastq.gz	ERR2632489	ERR2632489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632489/ERR2632489_2.fastq.gz	302	152	plasmablast	cell 43
Sample 44	ERS2544974	SAMEA4724837	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 44	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 44	sequencing assay	ERX2648984	SIN2772A44-40351380_1.fastq.gz	SIN2772A44-40351380_1.fastq.gz	ERR2632490	ERR2632490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632490/ERR2632490_1.fastq.gz	302	152	plasmablast	cell 44
Sample 44	ERS2544974	SAMEA4724837	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 44	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 44	sequencing assay	ERX2648984	SIN2772A44-40351380_2.fastq.gz	SIN2772A44-40351380_2.fastq.gz	ERR2632490	ERR2632490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632490/ERR2632490_2.fastq.gz	302	152	plasmablast	cell 44
Sample 45	ERS2544975	SAMEA4724838	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 45	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 45	sequencing assay	ERX2648985	SIN2772A45-40355353_1.fastq.gz	SIN2772A45-40355353_1.fastq.gz	ERR2632491	ERR2632491	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632491/ERR2632491_1.fastq.gz	302	152	plasmablast	cell 45
Sample 45	ERS2544975	SAMEA4724838	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 45	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 45	sequencing assay	ERX2648985	SIN2772A45-40355353_2.fastq.gz	SIN2772A45-40355353_2.fastq.gz	ERR2632491	ERR2632491	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632491/ERR2632491_2.fastq.gz	300	151	plasmablast	cell 45
Sample 46	ERS2544976	SAMEA4724839	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 46	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 46	sequencing assay	ERX2648986	SIN2772A46-40347410_1.fastq.gz	SIN2772A46-40347410_1.fastq.gz	ERR2632492	ERR2632492	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632492/ERR2632492_1.fastq.gz	302	152	plasmablast	cell 46
Sample 46	ERS2544976	SAMEA4724839	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 46	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 46	sequencing assay	ERX2648986	SIN2772A46-40347410_2.fastq.gz	SIN2772A46-40347410_2.fastq.gz	ERR2632492	ERR2632492	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632492/ERR2632492_2.fastq.gz	302	152	plasmablast	cell 46
Sample 47	ERS2544977	SAMEA4724840	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 47	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 47	sequencing assay	ERX2648987	SIN2772A47-40337853_1.fastq.gz	SIN2772A47-40337853_1.fastq.gz	ERR2632493	ERR2632493	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632493/ERR2632493_1.fastq.gz	300	151	plasmablast	cell 47
Sample 47	ERS2544977	SAMEA4724840	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 47	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 47	sequencing assay	ERX2648987	SIN2772A47-40337853_2.fastq.gz	SIN2772A47-40337853_2.fastq.gz	ERR2632493	ERR2632493	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632493/ERR2632493_2.fastq.gz	302	152	plasmablast	cell 47
Sample 48	ERS2544978	SAMEA4724841	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 48	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 48	sequencing assay	ERX2648988	SIN2772A48-40347411_1.fastq.gz	SIN2772A48-40347411_1.fastq.gz	ERR2632494	ERR2632494	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632494/ERR2632494_1.fastq.gz	302	152	plasmablast	cell 48
Sample 48	ERS2544978	SAMEA4724841	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 48	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 48	sequencing assay	ERX2648988	SIN2772A48-40347411_2.fastq.gz	SIN2772A48-40347411_2.fastq.gz	ERR2632494	ERR2632494	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632494/ERR2632494_2.fastq.gz	300	151	plasmablast	cell 48
Sample 64	ERS2544979	SAMEA4724842	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 64	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 64	sequencing assay	ERX2648989	SIN2772A64-40353366_1.fastq.gz	SIN2772A64-40353366_1.fastq.gz	ERR2632495	ERR2632495	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632495/ERR2632495_1.fastq.gz	302	152	plasmablast	cell 64
Sample 64	ERS2544979	SAMEA4724842	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 64	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 64	sequencing assay	ERX2648989	SIN2772A64-40353366_2.fastq.gz	SIN2772A64-40353366_2.fastq.gz	ERR2632495	ERR2632495	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632495/ERR2632495_2.fastq.gz	218	110	plasmablast	cell 64
Sample 65	ERS2544980	SAMEA4724843	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 65	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 65	sequencing assay	ERX2648990	SIN2772A65-40338775_1.fastq.gz	SIN2772A65-40338775_1.fastq.gz	ERR2632496	ERR2632496	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632496/ERR2632496_1.fastq.gz	300	151	plasmablast	cell 65
Sample 65	ERS2544980	SAMEA4724843	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 65	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 65	sequencing assay	ERX2648990	SIN2772A65-40338775_2.fastq.gz	SIN2772A65-40338775_2.fastq.gz	ERR2632496	ERR2632496	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632496/ERR2632496_2.fastq.gz	302	152	plasmablast	cell 65
Sample 66	ERS2544981	SAMEA4724844	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 66	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 66	sequencing assay	ERX2648991	SIN2772A66-40354362_1.fastq.gz	SIN2772A66-40354362_1.fastq.gz	ERR2632497	ERR2632497	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632497/ERR2632497_1.fastq.gz	302	152	plasmablast	cell 66
